PlayerID	PlayerTrueName	Team	MinOnCourt	PossForOnCourt	PossOppOnCourt	PointsForOnCourt	PointsOppOnCourt	OffRtgOnCourt	DefRtgOnCourt	OverallRtgOnCourt	ORebForOnCourt	ORebOppOnCourt	DRebForOnCourt	DRebOppOnCourt	ORebRateOnCourt	DRebRateOnCourt	MinOffCourt	PossForOffCourt	PossOppOffCourt	PointsForOffCourt	PointsOppOffCourt	OffRtgOffCourt	DefRtgOffCourt	OverallRtgOffCourt	ORebForOffCourt	ORebOppOffCourt	DRebForOffCourt	DRebOppOffCourt	ORebRateOffCourt	DRebRateOffCourt	OverallRtgOnCourtMinusOffCourt	ORebRateOnCourtMinusOffCourt	DRebRateOnCourtMinusOffCourt
10	Jones, James	MIA	503.4833	930	926	957	971	102.9032	104.8596	-1.9564	148	191	346	359	0.2919	0.6443	3472.5167	6463	6490	6957	6756	107.6435	104.0986	3.5449	1131	1135	2372	2305	0.3292	0.6764	-5.5013	-0.0373	-0.0321
12	Diaw, Boris	CHA	2874.7333	5397	5375	5735	5596	106.2627	104.1116	2.1511	930	929	1942	1852	0.3343	0.6764	1053.2667	1961	1990	1980	2014	100.9689	101.2060	-0.2371	436	331	702	663	0.3967	0.6796	2.3882	-0.0624	-0.0032
14	Daniels, Marquis	BOS	936.8333	1741	1771	1888	1866	108.4434	105.3642	3.0792	267	342	598	599	0.3083	0.6362	2971.1667	5697	5672	6151	5872	107.9691	103.5261	4.4430	871	966	2016	1940	0.3099	0.6761	-1.3638	-0.0016	-0.0399
15	Harris, Devin	NJN	2185.6667	4227	4228	4320	4790	102.2001	113.2923	-11.0922	751	737	1365	1581	0.3220	0.6494	1722.3333	3247	3243	3178	3436	97.8750	105.9513	-8.0763	505	589	1130	1222	0.2924	0.6574	-3.0159	0.0296	-0.0080
16	Barbosa, Leandro	PHX	785.5000	1586	1595	1812	1719	114.2497	107.7743	6.4754	268	328	542	519	0.3405	0.6230	3160.5000	6246	6257	7227	6918	115.7061	110.5642	5.1419	1063	1243	2261	2032	0.3435	0.6453	1.3335	-0.0030	-0.0223
17	Diop, DeSagana	CHA	261.8333	468	484	532	523	113.6752	108.0579	5.6174	93	92	169	148	0.3859	0.6475	3666.1667	6890	6881	7183	7087	104.2525	102.9938	1.2588	1273	1168	2475	2367	0.3497	0.6794	4.3586	0.0362	-0.0319
20	House, Eddie	BOS	830.5167	1550	1533	1644	1565	106.0645	102.0874	3.9771	281	280	537	547	0.3394	0.6573	3077.4833	5888	5910	6395	6173	108.6107	104.4501	4.1606	857	1028	2077	1992	0.3008	0.6689	-0.1835	0.0386	-0.0116
20	House, Eddie	NYK	371.3000	746	743	769	818	103.0831	110.0942	-7.0111	85	140	266	296	0.2231	0.6552	3604.7000	7038	7066	7604	7868	108.0421	111.3501	-3.3081	1094	1170	2364	2595	0.2966	0.6689	-3.7030	-0.0735	-0.0137
21	Martin, Kenyon	DEN	1955.8833	3903	3895	4310	4199	110.4279	107.8049	2.6230	680	683	1345	1355	0.3342	0.6632	1952.1167	3800	3803	4300	4105	113.1579	107.9411	5.2168	677	711	1322	1300	0.3424	0.6503	-2.5938	-0.0082	0.0129
22	Nesterovic, Rasho	TOR	413.3500	820	829	901	1005	109.8780	121.2304	-11.3523	109	124	252	260	0.2954	0.6702	3542.6500	6867	6842	7633	7675	111.1548	112.1748	-1.0200	1110	1214	2427	2376	0.3184	0.6666	-10.3323	-0.0230	0.0036
23	Camby, Marcus	LAC	1596.2667	3114	3113	3256	3319	104.5601	106.6174	-2.0574	555	513	1118	1088	0.3378	0.6855	2344.7333	4490	4485	4593	5051	102.2940	112.6198	-10.3259	790	800	1556	1592	0.3317	0.6604	8.2685	0.0061	0.0251
23	Camby, Marcus	POR	718.2833	1321	1319	1536	1371	116.2755	103.9424	12.3332	265	232	455	451	0.3701	0.6623	3204.7167	5856	5856	6427	6304	109.7507	107.6503	2.1004	1039	997	2077	2023	0.3393	0.6757	10.2328	0.0308	-0.0134
24	Ginobili, Manu	SAS	2149.9167	4168	4136	4732	4340	113.5317	104.9323	8.5994	740	670	1487	1439	0.3396	0.6894	1806.0833	3375	3415	3580	3555	106.0741	104.0996	1.9745	592	563	1330	1186	0.3330	0.7026	6.6249	0.0066	-0.0132
25	Anthony, Carmelo	DEN	2602.3667	5123	5116	5798	5544	113.1759	108.3659	4.8100	929	921	1784	1783	0.3426	0.6595	1305.6333	2580	2582	2812	2760	108.9922	106.8939	2.0984	428	473	883	872	0.3292	0.6512	2.7116	0.0134	0.0083
26	Duncan, Tim	SAS	2438.4000	4624	4593	5107	4722	110.4455	102.8086	7.6369	758	722	1776	1636	0.3166	0.7110	1517.6000	2919	2958	3205	3173	109.7979	107.2684	2.5295	574	511	1041	989	0.3672	0.6707	5.1074	-0.0506	0.0403
29	Finley, Michael	BOS	314.3833	591	579	641	644	108.4602	111.2263	-2.7660	82	100	206	220	0.2715	0.6732	3593.6167	6847	6864	7398	7094	108.0473	103.3508	4.6965	1056	1208	2408	2319	0.3129	0.6659	-7.4625	-0.0414	0.0073
29	Finley, Michael	SAS	394.5500	764	753	849	837	111.1257	111.1554	-0.0297	121	124	278	267	0.3119	0.6915	3561.4500	6779	6798	7463	7058	110.0900	103.8247	6.2653	1211	1109	2539	2358	0.3393	0.6960	-6.2950	-0.0274	-0.0045
30	Parker, Tony	SAS	1728.1000	3311	3298	3652	3434	110.2990	104.1237	6.1753	568	530	1248	1152	0.3302	0.7019	2227.9000	4232	4253	4660	4461	110.1134	104.8907	5.2228	764	703	1569	1473	0.3415	0.6906	0.9525	-0.0113	0.0113
31	Miller, Andre	POR	2469.3500	4479	4489	5059	4743	112.9493	105.6583	7.2910	807	728	1618	1521	0.3466	0.6897	1453.6500	2698	2686	2904	2932	107.6353	109.1586	-1.5233	497	501	914	953	0.3428	0.6459	8.8143	0.0038	0.0438
34	Hilario, Nene	DEN	2729.4667	5371	5348	6086	5785	113.3122	108.1713	5.1410	922	905	1879	1870	0.3302	0.6749	1178.5333	2332	2350	2524	2519	108.2333	107.1915	1.0418	435	489	788	785	0.3566	0.6171	4.0992	-0.0264	0.0578
35	Boykins, Earl	WAS	1116.9500	2122	2112	2135	2369	100.6126	112.1686	-11.5559	407	430	702	776	0.3440	0.6201	2849.0500	5466	5450	5757	5915	105.3238	108.5321	-3.2083	962	953	1940	1910	0.3350	0.6706	-8.3476	0.0090	-0.0505
36	Najera, Eduardo	DAL	480.6667	951	953	1031	996	108.4122	104.5121	3.9001	129	160	309	368	0.2596	0.6588	3495.3333	6727	6723	7333	7145	109.0085	106.2770	2.7315	1028	1167	2440	2360	0.3034	0.6765	1.1686	-0.0438	-0.0177
36	Najera, Eduardo	NJN	203.9500	388	390	372	440	95.8763	112.8205	-16.9442	65	61	121	147	0.3066	0.6648	3704.0500	7086	7081	7126	7786	100.5645	109.9562	-9.3917	1191	1265	2374	2656	0.3096	0.6524	-7.5525	-0.0030	0.0124
37	Oberto, Fabricio	WAS	650.0167	1219	1221	1257	1304	103.1173	106.7977	-3.6804	190	237	436	437	0.3030	0.6478	3315.9833	6369	6341	6635	6980	104.1765	110.0773	-5.9008	1179	1146	2206	2249	0.3439	0.6581	2.2204	-0.0409	-0.0103
40	Mohammed, Nazr	CHA	984.3333	1859	1863	1960	1970	105.4330	105.7434	-0.3104	337	264	659	642	0.3442	0.7140	2943.6667	5499	5502	5755	5640	104.6554	102.5082	2.1472	1029	996	1985	1873	0.3546	0.6659	-2.4576	-0.0104	0.0481
42	Elson, Francisco	MIL	61.5833	121	119	126	129	104.1322	108.4034	-4.2711	16	21	30	47	0.2540	0.5882	3838.4167	7339	7347	7691	7577	104.7963	103.1305	1.6658	1335	1132	2618	2806	0.3224	0.6981	-5.9369	-0.0684	-0.1099
42	Elson, Francisco	PHI	4.1167	6	7	9	7	150.0000	100.0000	50.0000	4	1	3	3	0.5714	0.7500	3908.8833	7497	7468	7907	8230	105.4689	110.2035	-4.7347	1298	1292	2538	2603	0.3327	0.6627	54.7347	0.2387	0.0873
45	Redd, Michael	MIL	492.1000	964	964	910	1010	94.3983	104.7718	-10.3734	167	148	330	434	0.2779	0.6904	3407.9000	6496	6502	6907	6696	106.3270	102.9837	3.3433	1184	1005	2318	2419	0.3286	0.6976	-13.7167	-0.0507	-0.0072
46	Iverson, Allen	MEM	66.5333	141	142	147	168	104.2553	118.3099	-14.0545	26	24	49	40	0.3939	0.6712	3914.4667	7612	7613	8257	8360	108.4735	109.8122	-1.3387	1589	1271	2605	2512	0.3875	0.6721	-12.7158	0.0064	-0.0009
46	Iverson, Allen	PHI	797.9333	1542	1519	1584	1605	102.7237	105.6616	-2.9379	271	253	555	540	0.3342	0.6869	3115.0667	5961	5956	6332	6632	106.2238	111.3499	-5.1261	1031	1040	1986	2066	0.3329	0.6563	2.1882	0.0013	0.0306
47	Ford, T.J.	IND	1188.9000	2401	2403	2424	2597	100.9579	108.0732	-7.1153	366	436	820	909	0.2871	0.6529	2752.1000	5554	5559	5839	5913	105.1314	106.3681	-1.2366	814	1030	1981	2099	0.2794	0.6579	-5.8787	0.0077	-0.0050
48	Simmons, Bobby	NJN	394.5833	760	754	719	762	94.6053	101.0610	-6.4557	131	130	268	295	0.3075	0.6734	3513.4167	6714	6717	6779	7464	100.9681	111.1210	-10.1529	1125	1196	2227	2508	0.3097	0.6506	3.6972	-0.0022	0.0228
49	Bogut, Andrew	MIL	2156.2833	4095	4106	4333	4148	105.8120	101.0229	4.7891	737	608	1498	1543	0.3232	0.7113	1743.7167	3365	3360	3484	3558	103.5364	105.8929	-2.3565	614	545	1150	1310	0.3191	0.6785	7.1456	0.0041	0.0328
50	Hunter, Steven	MEM	157.9667	315	318	298	331	94.6032	104.0881	-9.4849	80	59	122	102	0.4396	0.6740	3823.0333	7438	7437	8106	8197	108.9809	110.2192	-1.2383	1535	1236	2532	2450	0.3852	0.6720	-8.2466	0.0544	0.0020
51	Magloire, Jamaal	MIA	359.4167	653	655	672	683	102.9096	104.2748	-1.3652	147	120	248	232	0.3879	0.6739	3616.5833	6740	6761	7242	7044	107.4481	104.1858	3.2623	1132	1206	2470	2432	0.3176	0.6719	-4.6275	0.0703	0.0020
52	Iguodala, Andre	PHI	3150.3167	6035	6003	6350	6610	105.2196	110.1116	-4.8921	1057	1022	2036	2088	0.3361	0.6658	762.6833	1468	1472	1566	1627	106.6757	110.5299	-3.8541	245	271	505	518	0.3211	0.6508	-1.0380	0.0150	0.0150
54	Korver, Kyle	UTA	930.0833	1830	1833	2071	1874	113.1694	102.2368	10.9326	339	282	677	576	0.3705	0.7059	2972.9167	5803	5783	6389	6140	110.0982	106.1733	3.9250	996	997	2036	1899	0.3440	0.6713	7.0076	0.0265	0.0346
55	Williams, Mo	CLE	2358.9167	4470	4437	4959	4704	110.9396	106.0176	4.9220	720	708	1691	1528	0.3203	0.7049	1597.0833	3024	3069	3414	3134	112.8968	102.1180	10.7789	564	519	1169	1012	0.3579	0.6925	-5.8569	-0.0376	0.0124
56	Gadzuric, Dan	MIL	310.3333	605	610	611	574	100.9917	94.0984	6.8934	112	96	226	244	0.3146	0.7019	3589.6667	6855	6856	7206	7132	105.1204	104.0257	1.0947	1239	1057	2422	2609	0.3220	0.6962	5.7987	-0.0074	0.0057
59	Salmons, John	CHI	1695.2833	3258	3263	3304	3344	101.4119	102.4824	-1.0705	590	588	1243	1173	0.3347	0.6789	2285.7167	4459	4460	4689	4783	105.1581	107.2422	-2.0840	802	768	1660	1612	0.3322	0.6837	1.0135	0.0025	-0.0048
59	Salmons, John	MIL	1080.2000	1999	2007	2164	2011	108.2541	100.1993	8.0548	353	318	730	748	0.3206	0.6966	2819.8000	5461	5459	5653	5695	103.5158	104.3231	-0.8073	998	835	1918	2105	0.3216	0.6967	8.8621	-0.0010	-0.0001
60	Bell, Charlie	MIL	1587.1167	3062	3075	3166	3132	103.3965	101.8537	1.5428	556	491	1094	1177	0.3208	0.6902	2312.8833	4398	4391	4651	4574	105.7526	104.1676	1.5850	795	662	1554	1676	0.3217	0.7013	-0.0422	-0.0009	-0.0111
61	Ollie, Kevin	OKC	254.6333	471	482	478	512	101.4862	106.2241	-4.7379	78	84	146	149	0.3436	0.6348	3658.3667	7103	7125	7754	7405	109.1651	103.9298	5.2353	1257	1245	2582	2394	0.3443	0.6747	-9.9732	-0.0007	-0.0399
63	Smith, J.R.	DEN	2058.3167	4067	4066	4595	4361	112.9825	107.2553	5.7273	764	767	1366	1350	0.3614	0.6404	1849.6833	3636	3632	4015	3943	110.4235	108.5628	1.8608	593	627	1301	1305	0.3124	0.6748	3.8665	0.0490	-0.0344
65	Miller, Brad	CHI	1949.7000	3818	3776	3954	3972	103.5621	105.1907	-1.6286	640	630	1405	1382	0.3165	0.6904	2031.3000	3899	3947	4039	4155	103.5907	105.2698	-1.6792	752	726	1498	1403	0.3490	0.6736	0.0506	-0.0325	0.0168
67	Stojakovic, Peja	NOH	1917.9333	3737	3716	3995	4033	106.9039	108.5307	-1.6267	588	626	1292	1392	0.2970	0.6736	2000.0667	3836	3848	4129	4295	107.6382	111.6164	-3.9783	599	633	1273	1337	0.3094	0.6679	2.3516	-0.0124	0.0057
68	Bibby, Mike	ATL	2194.7667	4113	4035	4626	4264	112.4726	105.6753	6.7973	724	697	1507	1481	0.3283	0.6838	1776.2333	3340	3397	3712	3692	111.1377	108.6841	2.4536	642	677	1113	1136	0.3611	0.6218	4.3437	-0.0328	0.0620
69	West, David	NOH	2936.8833	5667	5659	6137	6317	108.2936	111.6275	-3.3339	882	941	1934	2035	0.3024	0.6727	981.1167	1906	1905	1987	2011	104.2497	105.5643	-1.3146	305	318	631	694	0.3053	0.6649	-2.0193	-0.0029	0.0078
70	Paul, Chris	NOH	1675.0333	3180	3186	3491	3473	109.7799	109.0082	0.7717	493	555	1091	1171	0.2963	0.6628	2242.9667	4393	4378	4633	4855	105.4632	110.8954	-5.4321	694	704	1474	1558	0.3082	0.6768	6.2038	-0.0119	-0.0140
73	Andersen, Chris	DEN	1675.2667	3296	3319	3772	3463	114.4417	104.3387	10.1031	644	653	1150	1071	0.3755	0.6378	2232.7333	4407	4379	4838	4841	109.7799	110.5504	-0.7705	713	741	1517	1584	0.3104	0.6718	10.8736	0.0651	-0.0340
74	Thomas, Kenny	SAC	313.1500	593	610	669	674	112.8162	110.4918	2.3244	124	107	210	197	0.3863	0.6625	3614.8500	7104	7089	7447	7803	104.8283	110.0719	-5.2437	1287	1200	2466	2530	0.3372	0.6727	7.5681	0.0491	-0.0102
75	Hart, Jason	MIN	4.9667	11	10	9	4	81.8182	40.0000	41.8182	4	0	6	5	0.4444	1.0000	3903.0333	7833	7827	7948	8738	101.4681	111.6392	-10.1711	1396	1262	2670	2787	0.3337	0.6790	51.9893	0.1107	0.3210
75	Hart, Jason	NOH	17.1667	32	36	34	34	106.2500	94.4444	11.8056	1	4	16	13	0.0714	0.8000	3900.8333	7541	7528	8090	8294	107.2802	110.1753	-2.8951	1186	1255	2549	2716	0.3039	0.6701	14.7007	-0.2325	0.1299
76	Butler, Rasual	LAC	2702.2000	5256	5261	5463	5767	103.9384	109.6179	-5.6796	936	920	1879	1837	0.3375	0.6713	1238.8000	2348	2337	2386	2603	101.6184	111.3821	-9.7637	409	393	795	843	0.3267	0.6692	4.0841	0.0108	0.0021
77	Martin, Kevin	HOU	819.9333	1651	1645	1855	1825	112.3561	110.9422	1.4139	234	269	555	581	0.2871	0.6735	3113.0667	6060	6062	6459	6516	106.5842	107.4893	-0.9051	1163	998	2062	2190	0.3469	0.6739	2.3190	-0.0598	-0.0004
77	Martin, Kevin	SAC	774.4167	1533	1534	1571	1746	102.4788	113.8201	-11.3413	306	293	497	565	0.3513	0.6291	3153.5833	6164	6165	6545	6731	106.1811	109.1809	-2.9998	1105	1014	2179	2162	0.3382	0.6824	-8.3415	0.0131	-0.0533
78	Skinner, Brian	LAC	123.2833	223	230	221	263	99.1031	114.3478	-15.2447	50	39	65	81	0.3817	0.6250	3817.7167	7381	7368	7628	8107	103.3464	110.0299	-6.6834	1295	1274	2609	2599	0.3326	0.6719	-8.5613	0.0491	-0.0469
79	Mason, Desmond	SAC	65.4833	119	120	115	156	96.6387	130.0000	-33.3613	27	19	32	50	0.3506	0.6275	3862.5167	7578	7579	8001	8321	105.5819	109.7902	-4.2083	1384	1288	2644	2677	0.3408	0.6724	-29.1530	0.0098	-0.0449
80	Garcia, Francisco	SAC	546.1667	1051	1043	1141	1151	108.5633	110.3547	-1.7915	190	190	366	383	0.3316	0.6583	3381.8333	6646	6656	6975	7326	104.9503	110.0661	-5.1158	1221	1117	2310	2344	0.3425	0.6741	3.3243	-0.0109	-0.0158
83	Bass, Brandon	ORL	648.2333	1229	1252	1370	1332	111.4727	106.3898	5.0830	206	211	457	432	0.3229	0.6841	3297.7667	6311	6285	7056	6480	111.8048	103.1026	8.7022	1046	1041	2461	2241	0.3182	0.7027	-3.6192	0.0047	-0.0186
85	Price, Ronnie	UTA	805.8000	1561	1566	1609	1579	103.0750	100.8301	2.2448	295	250	575	512	0.3656	0.6970	3097.2000	6072	6050	6851	6435	112.8294	106.3636	6.4657	1040	1029	2138	1963	0.3463	0.6751	-4.2209	0.0193	0.0219
86	Johnson, Joe	ATL	2885.9333	5377	5344	6133	5787	114.0599	108.2897	5.7702	934	954	1904	1900	0.3296	0.6662	1085.0667	2076	2088	2205	2169	106.2139	103.8793	2.3346	432	420	716	717	0.3760	0.6303	3.4356	-0.0464	0.0359
87	Davis, Baron	LAC	2483.1333	4865	4835	5092	5297	104.6660	109.5553	-4.8893	856	863	1714	1696	0.3354	0.6651	1457.8667	2739	2763	2757	3073	100.6572	111.2197	-10.5625	489	450	960	984	0.3320	0.6809	5.6732	0.0034	-0.0158
88	Pachulia, Zaza	ATL	1088.8500	2052	2066	2222	2235	108.2846	108.1801	0.1045	405	397	682	719	0.3603	0.6321	2882.1500	5401	5366	6116	5721	113.2383	106.6157	6.6226	961	977	1938	1898	0.3361	0.6648	-6.5181	0.0242	-0.0327
89	Murphy, Troy	IND	2344.1833	4726	4716	4865	5130	102.9412	108.7786	-5.8374	668	865	1641	1828	0.2676	0.6548	1596.8167	3229	3246	3398	3380	105.2338	104.1282	1.1057	512	601	1160	1180	0.3026	0.6587	-6.9431	-0.0350	-0.0039
90	Richardson, Jason	PHX	2485.1167	4956	4970	5796	5493	116.9492	110.5231	6.4260	814	960	1815	1604	0.3366	0.6541	1460.8833	2876	2882	3243	3144	112.7608	109.0909	3.6699	517	611	988	947	0.3531	0.6179	2.7561	-0.0165	0.0362
92	Dunleavy, Mike	IND	1485.9167	3020	3017	3179	3231	105.2649	107.0931	-1.8282	439	571	1064	1154	0.2756	0.6508	2455.0833	4935	4945	5084	5279	103.0193	106.7543	-3.7350	741	895	1737	1854	0.2855	0.6600	1.9068	-0.0099	-0.0092
94	Smith, Josh	ATL	2872.3500	5351	5332	6056	5676	113.1751	106.4516	6.7235	956	971	1925	1907	0.3339	0.6647	1098.6500	2102	2100	2282	2280	108.5633	108.5714	-0.0082	410	403	695	710	0.3661	0.6330	6.7317	-0.0322	0.0317
95	Harrington, Al	NYK	2195.3167	4307	4324	4613	4838	107.1047	111.8871	-4.7824	653	721	1433	1613	0.2882	0.6653	1780.6833	3477	3485	3760	3848	108.1392	110.4161	-2.2769	526	589	1197	1278	0.2916	0.6702	-2.5055	-0.0034	-0.0049
97	Williams, Marvin	ATL	2468.3500	4563	4585	5062	4819	110.9358	105.1036	5.8322	791	825	1669	1640	0.3254	0.6692	1502.6500	2890	2847	3276	3137	113.3564	110.1862	3.1702	575	549	951	977	0.3705	0.6340	2.6620	-0.0451	0.0352
98	Pietrus, Mickael	ORL	1686.9833	3225	3235	3493	3366	108.3101	104.0495	4.2606	511	570	1254	1187	0.3009	0.6875	2259.0167	4315	4302	4933	4446	114.3221	103.3473	10.9749	741	682	1664	1486	0.3327	0.7093	-6.7143	-0.0318	-0.0218
101	Biedrins, Andris	GSW	763.0000	1577	1575	1613	1739	102.2828	110.4127	-8.1299	230	301	530	589	0.2808	0.6378	3183.0000	6697	6701	7309	7478	109.1384	111.5953	-2.4569	918	1230	2041	2405	0.2763	0.6240	-5.6730	0.0045	0.0138
103	Fisher, Derek	LAL	2176.9000	4239	4211	4737	4387	111.7481	104.1795	7.5685	766	709	1574	1448	0.3460	0.6894	1693.1000	3257	3274	3420	3385	105.0046	103.3903	1.6143	586	587	1210	1213	0.3257	0.6733	5.9542	0.0203	0.0161
109	Ivey, Royal	MIL	90.4333	179	172	182	166	101.6760	96.5116	5.1643	34	31	66	68	0.3333	0.6804	3809.5667	7281	7294	7635	7540	104.8620	103.3726	1.4893	1317	1122	2582	2785	0.3211	0.6971	3.6750	0.0122	-0.0167
109	Ivey, Royal	PHI	228.0333	434	437	468	480	107.8341	109.8398	-2.0057	71	86	145	154	0.3156	0.6277	3684.9667	7069	7038	7448	7757	105.3614	110.2160	-4.8545	1231	1207	2396	2452	0.3342	0.6650	2.8488	-0.0186	-0.0373
110	Hinrich, Kirk	CHI	2481.4667	4845	4838	5003	5100	103.2611	105.4155	-2.1544	867	818	1810	1743	0.3322	0.6887	1499.5333	2872	2885	2990	3027	104.1086	104.9220	-0.8134	525	538	1093	1042	0.3350	0.6701	-1.3410	-0.0028	0.0186
111	Wallace, Gerald	CHA	3076.0333	5754	5740	6055	5928	105.2311	103.2753	1.9559	1046	960	2073	1962	0.3477	0.6835	851.9667	1604	1625	1660	1682	103.4913	103.5077	-0.0164	320	300	571	553	0.3666	0.6556	1.9723	-0.0189	0.0279
112	Nocioni, Andres	SAC	1477.1500	2927	2911	3126	3280	106.7988	112.6761	-5.8773	526	504	1006	1048	0.3342	0.6662	2450.8500	4770	4788	4990	5197	104.6122	108.5422	-3.9300	885	803	1670	1679	0.3452	0.6753	-1.9473	-0.0110	-0.0091
113	Duhon, Chris	NYK	2071.8500	4051	4062	4384	4526	108.2202	111.4229	-3.2028	604	629	1366	1507	0.2861	0.6847	1904.1500	3733	3747	3989	4160	106.8578	111.0222	-4.1644	575	681	1264	1384	0.2935	0.6499	0.9616	-0.0074	0.0348
115	Brezec, Primoz	MIL	59.4500	117	113	112	120	95.7265	106.1947	-10.4682	25	20	40	41	0.3788	0.6667	3840.5500	7343	7353	7705	7586	104.9299	103.1688	1.7611	1326	1133	2608	2812	0.3204	0.6971	-12.2293	0.0584	-0.0304
115	Brezec, Primoz	PHI	35.9333	71	69	75	66	105.6338	95.6522	9.9816	17	11	24	29	0.3696	0.6857	3877.0667	7432	7406	7841	8171	105.5032	110.3295	-4.8262	1285	1282	2517	2577	0.3327	0.6625	14.8078	0.0369	0.0232
116	Rush, Kareem	LAC	57.7500	107	108	115	124	107.4766	114.8148	-7.3382	22	28	32	32	0.4074	0.5333	3883.2500	7497	7490	7734	8246	103.1613	110.0935	-6.9322	1323	1285	2642	2648	0.3332	0.6728	-0.4060	0.0742	-0.1395
117	Okafor, Emeka	NOH	2339.0500	4517	4503	4844	4974	107.2393	110.4597	-3.2204	730	736	1544	1651	0.3066	0.6772	1578.9500	3056	3061	3280	3354	107.3298	109.5720	-2.2422	457	523	1021	1078	0.2977	0.6613	-0.9782	0.0089	0.0159
118	Chandler, Tyson	CHA	1147.8667	2142	2138	2169	2188	101.2605	102.3386	-1.0781	424	349	767	716	0.3719	0.6873	2780.1333	5216	5227	5546	5422	106.3267	103.7306	2.5961	942	911	1877	1799	0.3437	0.6732	-3.6742	0.0282	0.0141
119	Gordon, Ben	DET	1729.5167	3224	3207	3437	3634	106.6067	113.3146	-6.7079	611	572	1024	1148	0.3474	0.6416	2226.4833	4075	4094	4272	4494	104.8344	109.7704	-4.9360	932	646	1392	1434	0.3939	0.6830	-1.7719	-0.0465	-0.0414
121	Songaila, Darius	NOH	1385.3500	2655	2667	2829	2920	106.5537	109.4863	-2.9326	392	430	858	938	0.2947	0.6661	2532.6500	4918	4897	5295	5408	107.6657	110.4350	-2.7692	795	829	1707	1791	0.3074	0.6731	-0.1634	-0.0127	-0.0070
122	Deng, Luol	CHI	2650.7667	5138	5131	5406	5349	105.2160	104.2487	0.9674	982	886	1963	1817	0.3508	0.6890	1330.2333	2579	2592	2587	2778	100.3102	107.1759	-6.8657	410	470	940	968	0.2975	0.6667	7.8331	0.0533	0.0223
